Mod:Item:MetaData, Localized Name
miscutils:itemPlateDoubleHeLiCoPtEr, Double HeLiCoPtEr Plate
miscutils:itemBoltHeLiCoPtEr, HeLiCoPtEr Bolt
miscutils:itemRodHeLiCoPtEr, HeLiCoPtEr Rod
miscutils:itemRodLongHeLiCoPtEr, Long HeLiCoPtEr Rod
miscutils:itemRingHeLiCoPtEr, HeLiCoPtEr Ring
miscutils:itemScrewHeLiCoPtEr, HeLiCoPtEr Screw
miscutils:itemRotorHeLiCoPtEr, HeLiCoPtEr Rotor
miscutils:itemGearHeLiCoPtEr, HeLiCoPtEr Gear
miscutils:itemPlateDenseHeLiCoPtEr, item.itemPlateDenseHeLiCoPtEr.name
miscutils:itemIngotLafiumCompound, Lafium Compound Ingot
miscutils:itemHotIngotLafiumCompound, Hot Lafium Compound Ingot
miscutils:itemDustLafiumCompound, Lafium Compound Dust
miscutils:itemDustSmallLafiumCompound, Small Pile of Lafium Compound Dust
miscutils:itemDustTinyLafiumCompound, Tiny Pile of Lafium Compound Dust
miscutils:itemNuggetLafiumCompound, Lafium Compound Nugget
miscutils:itemPlateLafiumCompound, Lafium Compound Plate
miscutils:itemPlateDoubleLafiumCompound, Double Lafium Compound Plate
miscutils:itemBoltLafiumCompound, Lafium Compound Bolt
miscutils:itemRodLafiumCompound, Lafium Compound Rod
miscutils:itemRodLongLafiumCompound, Long Lafium Compound Rod
miscutils:itemRingLafiumCompound, Lafium Compound Ring
miscutils:itemScrewLafiumCompound, Lafium Compound Screw
miscutils:itemRotorLafiumCompound, Lafium Compound Rotor
miscutils:itemGearLafiumCompound, Lafium Compound Gear
miscutils:itemPlateDenseLafiumCompound, item.itemPlateDenseLafiumCompound.name
miscutils:itemIngotCinobiteA243, Cinobite A243 Ingot
miscutils:itemHotIngotCinobiteA243, Hot Cinobite A243 Ingot
miscutils:itemDustCinobiteA243, Cinobite A243 Dust
miscutils:itemDustSmallCinobiteA243, Small Pile of Cinobite A243 Dust
miscutils:itemDustTinyCinobiteA243, Tiny Pile of Cinobite A243 Dust
miscutils:itemNuggetCinobiteA243, Cinobite A243 Nugget
miscutils:itemPlateCinobiteA243, Cinobite A243 Plate
miscutils:itemPlateDoubleCinobiteA243, Double Cinobite A243 Plate
miscutils:itemBoltCinobiteA243, Cinobite A243 Bolt
miscutils:itemRodCinobiteA243, Cinobite A243 Rod
miscutils:itemRodLongCinobiteA243, Long Cinobite A243 Rod
miscutils:itemRingCinobiteA243, Cinobite A243 Ring
miscutils:itemScrewCinobiteA243, Cinobite A243 Screw
miscutils:itemRotorCinobiteA243, Cinobite A243 Rotor
miscutils:itemGearCinobiteA243, Cinobite A243 Gear
miscutils:itemPlateDenseCinobiteA243, item.itemPlateDenseCinobiteA243.name
miscutils:itemIngotPikyonium64B, Pikyonium 64B Ingot
miscutils:itemHotIngotPikyonium64B, Hot Pikyonium 64B Ingot
miscutils:itemDustPikyonium64B, Pikyonium 64B Dust
miscutils:itemDustSmallPikyonium64B, Small Pile of Pikyonium 64B Dust
miscutils:itemDustTinyPikyonium64B, Tiny Pile of Pikyonium 64B Dust
miscutils:itemNuggetPikyonium64B, Pikyonium 64B Nugget
miscutils:itemPlatePikyonium64B, Pikyonium 64B Plate
miscutils:itemPlateDoublePikyonium64B, Double Pikyonium 64B Plate
miscutils:itemBoltPikyonium64B, Pikyonium 64B Bolt
miscutils:itemRodPikyonium64B, Pikyonium 64B Rod
miscutils:itemRodLongPikyonium64B, Long Pikyonium 64B Rod
miscutils:itemRingPikyonium64B, Pikyonium 64B Ring
miscutils:itemScrewPikyonium64B, Pikyonium 64B Screw
miscutils:itemRotorPikyonium64B, Pikyonium 64B Rotor
miscutils:itemGearPikyonium64B, Pikyonium 64B Gear
miscutils:itemPlateDensePikyonium64B, item.itemPlateDensePikyonium64B.name
miscutils:itemIngotAbyssalAlloy, Abyssal Alloy Ingot
miscutils:itemHotIngotAbyssalAlloy, Hot Abyssal Alloy Ingot
miscutils:itemDustAbyssalAlloy, Abyssal Alloy Dust
miscutils:itemDustSmallAbyssalAlloy, Small Pile of Abyssal Alloy Dust
miscutils:itemDustTinyAbyssalAlloy, Tiny Pile of Abyssal Alloy Dust
miscutils:itemNuggetAbyssalAlloy, Abyssal Alloy Nugget
miscutils:itemPlateAbyssalAlloy, Abyssal Alloy Plate
miscutils:itemPlateDoubleAbyssalAlloy, Double Abyssal Alloy Plate
miscutils:itemBoltAbyssalAlloy, Abyssal Alloy Bolt
miscutils:itemRodAbyssalAlloy, Abyssal Alloy Rod
miscutils:itemRodLongAbyssalAlloy, Long Abyssal Alloy Rod
miscutils:itemRingAbyssalAlloy, Abyssal Alloy Ring
miscutils:itemScrewAbyssalAlloy, Abyssal Alloy Screw
miscutils:itemRotorAbyssalAlloy, Abyssal Alloy Rotor
miscutils:itemGearAbyssalAlloy, Abyssal Alloy Gear
miscutils:itemPlateDenseAbyssalAlloy, item.itemPlateDenseAbyssalAlloy.name
miscutils:itemIngotLaurenium, Laurenium Ingot
miscutils:itemHotIngotLaurenium, Hot Laurenium Ingot
miscutils:itemDustLaurenium, Laurenium Dust
miscutils:itemDustSmallLaurenium, Small Pile of Laurenium Dust
miscutils:itemDustTinyLaurenium, Tiny Pile of Laurenium Dust
miscutils:itemNuggetLaurenium, Laurenium Nugget
miscutils:itemPlateLaurenium, Laurenium Plate
miscutils:itemPlateDoubleLaurenium, Double Laurenium Plate
miscutils:itemBoltLaurenium, Laurenium Bolt
miscutils:itemRodLaurenium, Laurenium Rod
miscutils:itemRodLongLaurenium, Long Laurenium Rod
miscutils:itemRingLaurenium, Laurenium Ring
miscutils:itemScrewLaurenium, Laurenium Screw
miscutils:itemRotorLaurenium, Laurenium Rotor
miscutils:itemGearLaurenium, Laurenium Gear
miscutils:itemPlateDenseLaurenium, item.itemPlateDenseLaurenium.name
miscutils:itemIngotBotmium, Botmium Ingot
miscutils:itemHotIngotBotmium, Hot Botmium Ingot
miscutils:itemDustBotmium, Botmium Dust
miscutils:itemDustSmallBotmium, Small Pile of Botmium Dust
miscutils:itemDustTinyBotmium, Tiny Pile of Botmium Dust
miscutils:itemNuggetBotmium, Botmium Nugget
miscutils:itemPlateBotmium, Botmium Plate
miscutils:itemPlateDoubleBotmium, Double Botmium Plate
miscutils:itemBoltBotmium, Botmium Bolt
miscutils:itemRodBotmium, Botmium Rod
miscutils:itemRodLongBotmium, Long Botmium Rod
miscutils:itemRingBotmium, Botmium Ring
miscutils:itemScrewBotmium, Botmium Screw
miscutils:itemRotorBotmium, Botmium Rotor
miscutils:itemGearBotmium, Botmium Gear
miscutils:itemPlateDenseBotmium, item.itemPlateDenseBotmium.name
miscutils:itemIngotHS188A, HS-188A Ingot
miscutils:itemHotIngotHS188A, Hot HS-188A Ingot
miscutils:itemDustHS188A, HS-188A Dust
miscutils:itemDustSmallHS188A, Small Pile of HS-188A Dust
miscutils:itemDustTinyHS188A, Tiny Pile of HS-188A Dust
miscutils:itemNuggetHS188A, HS-188A Nugget
miscutils:itemPlateHS188A, HS-188A Plate
miscutils:itemPlateDoubleHS188A, Double HS-188A Plate
miscutils:itemBoltHS188A, HS-188A Bolt
miscutils:itemRodHS188A, HS-188A Rod
miscutils:itemRodLongHS188A, Long HS-188A Rod
miscutils:itemRingHS188A, HS-188A Ring
miscutils:itemScrewHS188A, HS-188A Screw
miscutils:itemRotorHS188A, HS-188A Rotor
miscutils:itemGearHS188A, HS-188A Gear
miscutils:itemPlateDenseHS188A, item.itemPlateDenseHS188A.name
miscutils:itemIngotTitansteel, Titansteel Ingot
miscutils:itemHotIngotTitansteel, Hot Titansteel Ingot
miscutils:itemDustTitansteel, Titansteel Dust
miscutils:itemDustSmallTitansteel, Small Pile of Titansteel Dust
miscutils:itemDustTinyTitansteel, Tiny Pile of Titansteel Dust
miscutils:itemNuggetTitansteel, Titansteel Nugget
miscutils:itemPlateTitansteel, Titansteel Plate
miscutils:itemPlateDoubleTitansteel, Double Titansteel Plate
miscutils:itemBoltTitansteel, Titansteel Bolt
miscutils:itemRodTitansteel, Titansteel Rod
miscutils:itemRodLongTitansteel, Long Titansteel Rod
miscutils:itemRingTitansteel, Titansteel Ring
miscutils:itemScrewTitansteel, Titansteel Screw
miscutils:itemRotorTitansteel, Titansteel Rotor
miscutils:itemGearTitansteel, Titansteel Gear
miscutils:itemPlateDenseTitansteel, item.itemPlateDenseTitansteel.name
miscutils:itemIngotArcanite, Arcanite Ingot
miscutils:itemHotIngotArcanite, Hot Arcanite Ingot
miscutils:itemDustArcanite, Arcanite Dust
miscutils:itemDustSmallArcanite, Small Pile of Arcanite Dust
miscutils:itemDustTinyArcanite, Tiny Pile of Arcanite Dust
miscutils:itemNuggetArcanite, Arcanite Nugget
miscutils:itemPlateArcanite, Arcanite Plate
miscutils:itemPlateDoubleArcanite, Double Arcanite Plate
miscutils:itemBoltArcanite, Arcanite Bolt
miscutils:itemRodArcanite, Arcanite Rod
miscutils:itemRodLongArcanite, Long Arcanite Rod
miscutils:itemRingArcanite, Arcanite Ring
miscutils:itemScrewArcanite, Arcanite Screw
miscutils:itemRotorArcanite, Arcanite Rotor
miscutils:itemGearArcanite, Arcanite Gear
miscutils:itemPlateDenseArcanite, item.itemPlateDenseArcanite.name
miscutils:itemIngotOctiron, Octiron Ingot
miscutils:itemHotIngotOctiron, Hot Octiron Ingot
miscutils:itemDustOctiron, Octiron Dust
miscutils:itemDustSmallOctiron, Small Pile of Octiron Dust
miscutils:itemDustTinyOctiron, Tiny Pile of Octiron Dust
miscutils:itemNuggetOctiron, Octiron Nugget
miscutils:itemPlateOctiron, Octiron Plate
miscutils:itemPlateDoubleOctiron, Double Octiron Plate
miscutils:itemBoltOctiron, Octiron Bolt
miscutils:itemRodOctiron, Octiron Rod
miscutils:itemRodLongOctiron, Long Octiron Rod
miscutils:itemRingOctiron, Octiron Ring
miscutils:itemScrewOctiron, Octiron Screw
miscutils:itemRotorOctiron, Octiron Rotor
miscutils:itemGearOctiron, Octiron Gear
miscutils:itemPlateDenseOctiron, item.itemPlateDenseOctiron.name
miscutils:itemIngotBabbitAlloy, Babbit Alloy Ingot
miscutils:itemDustBabbitAlloy, Babbit Alloy Dust
miscutils:itemDustSmallBabbitAlloy, Small Pile of Babbit Alloy Dust
miscutils:itemDustTinyBabbitAlloy, Tiny Pile of Babbit Alloy Dust
miscutils:itemNuggetBabbitAlloy, Babbit Alloy Nugget
miscutils:itemPlateBabbitAlloy, Babbit Alloy Plate
miscutils:itemPlateDoubleBabbitAlloy, Double Babbit Alloy Plate
miscutils:itemIngotBlackTitanium, Black Titanium Ingot
miscutils:itemDustBlackTitanium, Black Titanium Dust
miscutils:itemDustSmallBlackTitanium, Small Pile of Black Titanium Dust
miscutils:itemDustTinyBlackTitanium, Tiny Pile of Black Titanium Dust
miscutils:itemNuggetBlackTitanium, Black Titanium Nugget
miscutils:itemPlateBlackTitanium, Black Titanium Plate
miscutils:itemPlateDoubleBlackTitanium, Double Black Titanium Plate
miscutils:itemIngotIndalloy140, item.itemIngotIndalloy140.name
miscutils:itemDustIndalloy140, item.itemDustIndalloy140.name
miscutils:itemDustSmallIndalloy140, item.itemDustSmallIndalloy140.name
miscutils:itemDustTinyIndalloy140, item.itemDustTinyIndalloy140.name
miscutils:itemNuggetIndalloy140, item.itemNuggetIndalloy140.name
miscutils:itemPlateIndalloy140, item.itemPlateIndalloy140.name
miscutils:itemPlateDoubleIndalloy140, item.itemPlateDoubleIndalloy140.name
miscutils:itemIngotRhugnor, Rhugnor Ingot
miscutils:itemDustRhugnor, Rhugnor Dust
miscutils:itemDustSmallRhugnor, Small Pile of Rhugnor Dust
miscutils:itemDustTinyRhugnor, Tiny Pile of Rhugnor Dust
miscutils:itemNuggetRhugnor, Rhugnor Nugget
miscutils:itemPlateRhugnor, Rhugnor Plate
miscutils:itemPlateDoubleRhugnor, Double Rhugnor Plate
miscutils:itemIngotQuantum, Quantum Ingot
miscutils:itemHotIngotQuantum, Hot Quantum Ingot
miscutils:itemDustQuantum, Quantum Dust
miscutils:itemDustSmallQuantum, Small Pile of Quantum Dust
miscutils:itemDustTinyQuantum, Tiny Pile of Quantum Dust
miscutils:itemNuggetQuantum, Quantum Nugget
miscutils:itemPlateQuantum, Quantum Plate
miscutils:itemPlateDoubleQuantum, Double Quantum Plate
miscutils:itemBoltQuantum, Quantum Bolt
miscutils:itemRodQuantum, Quantum Rod
miscutils:itemRodLongQuantum, Long Quantum Rod
miscutils:itemRingQuantum, Quantum Ring
miscutils:itemScrewQuantum, Quantum Screw
miscutils:itemRotorQuantum, Quantum Rotor
miscutils:itemGearQuantum, Quantum Gear
miscutils:itemPlateDenseQuantum, item.itemPlateDenseQuantum.name
miscutils:itemDustFluoriteF, Fluorite (F) Dust
miscutils:itemDustSmallFluoriteF, Small Pile of Fluorite (F) Dust
miscutils:itemDustTinyFluoriteF, Tiny Pile of Fluorite (F) Dust
miscutils:crushedFluoriteF, Crushed Fluorite (F) Ore
miscutils:crushedCentrifugedFluoriteF, Centrifuged Crushed Fluorite (F) Ore
miscutils:crushedPurifiedFluoriteF, Purified Crushed Fluorite (F) Ore
miscutils:dustImpureFluoriteF, Impure Fluorite (F) Dust
miscutils:dustPureFluoriteF, Purified Fluorite (F) Dust
miscutils:oreRawFluoriteF, Raw Fluorite (F) Ore
miscutils:itemDustKoboldite, Koboldite Dust
miscutils:itemDustSmallKoboldite, Small Pile of Koboldite Dust
miscutils:itemDustTinyKoboldite, Tiny Pile of Koboldite Dust
miscutils:crushedKoboldite, Crushed Koboldite Ore
miscutils:crushedCentrifugedKoboldite, Centrifuged Crushed Koboldite Ore
miscutils:crushedPurifiedKoboldite, Purified Crushed Koboldite Ore
miscutils:dustImpureKoboldite, Impure Koboldite Dust
miscutils:dustPureKoboldite, Purified Koboldite Dust
miscutils:oreRawKoboldite, Raw Koboldite Ore
miscutils:itemDustCrocoite, Crocoite Dust
miscutils:itemDustSmallCrocoite, Small Pile of Crocoite Dust
miscutils:itemDustTinyCrocoite, Tiny Pile of Crocoite Dust
miscutils:crushedCrocoite, Crushed Crocoite Ore
miscutils:crushedCentrifugedCrocoite, Centrifuged Crushed Crocoite Ore
miscutils:crushedPurifiedCrocoite, Purified Crushed Crocoite Ore
miscutils:dustImpureCrocoite, Impure Crocoite Dust
miscutils:dustPureCrocoite, Purified Crocoite Dust
miscutils:oreRawCrocoite, Raw Crocoite Ore
miscutils:itemDustGeikielite, Geikielite Dust
miscutils:itemDustSmallGeikielite, Small Pile of Geikielite Dust
miscutils:itemDustTinyGeikielite, Tiny Pile of Geikielite Dust
miscutils:crushedGeikielite, Crushed Geikielite Ore
miscutils:crushedCentrifugedGeikielite, Centrifuged Crushed Geikielite Ore
miscutils:crushedPurifiedGeikielite, Purified Crushed Geikielite Ore
miscutils:dustImpureGeikielite, Impure Geikielite Dust
miscutils:dustPureGeikielite, Purified Geikielite Dust
miscutils:oreRawGeikielite, Raw Geikielite Ore
miscutils:itemDustNichromite, Nichromite Dust
miscutils:itemDustSmallNichromite, Small Pile of Nichromite Dust
miscutils:itemDustTinyNichromite, Tiny Pile of Nichromite Dust
miscutils:crushedNichromite, Crushed Nichromite Ore
miscutils:crushedCentrifugedNichromite, Centrifuged Crushed Nichromite Ore
miscutils:crushedPurifiedNichromite, Purified Crushed Nichromite Ore
miscutils:dustImpureNichromite, Impure Nichromite Dust
miscutils:dustPureNichromite, Purified Nichromite Dust
miscutils:oreRawNichromite, Raw Nichromite Ore
miscutils:itemDustTitanite, Titanite Dust
miscutils:itemDustSmallTitanite, Small Pile of Titanite Dust
miscutils:itemDustTinyTitanite, Tiny Pile of Titanite Dust
miscutils:crushedTitanite, Crushed Titanite Ore
miscutils:crushedCentrifugedTitanite, Centrifuged Crushed Titanite Ore
miscutils:crushedPurifiedTitanite, Purified Crushed Titanite Ore
miscutils:dustImpureTitanite, Impure Titanite Dust
miscutils:dustPureTitanite, Purified Titanite Dust
miscutils:oreRawTitanite, Raw Titanite Ore
miscutils:itemDustZimbabweite, Zimbabweite Dust
miscutils:itemDustSmallZimbabweite, Small Pile of Zimbabweite Dust
miscutils:itemDustTinyZimbabweite, Tiny Pile of Zimbabweite Dust
miscutils:crushedZimbabweite, Crushed Zimbabweite Ore
miscutils:crushedCentrifugedZimbabweite, Centrifuged Crushed Zimbabweite Ore
miscutils:crushedPurifiedZimbabweite, Purified Crushed Zimbabweite Ore
miscutils:dustImpureZimbabweite, Impure Zimbabweite Dust
miscutils:dustPureZimbabweite, Purified Zimbabweite Dust
miscutils:oreRawZimbabweite, Raw Zimbabweite Ore
miscutils:itemDustZirconolite, Zirconolite Dust
miscutils:itemDustSmallZirconolite, Small Pile of Zirconolite Dust
miscutils:itemDustTinyZirconolite, Tiny Pile of Zirconolite Dust
miscutils:crushedZirconolite, Crushed Zirconolite Ore
miscutils:crushedCentrifugedZirconolite, Centrifuged Crushed Zirconolite Ore
miscutils:crushedPurifiedZirconolite, Purified Crushed Zirconolite Ore
miscutils:dustImpureZirconolite, Impure Zirconolite Dust
miscutils:dustPureZirconolite, Purified Zirconolite Dust
miscutils:oreRawZirconolite, Raw Zirconolite Ore
miscutils:itemDustGadoliniteCe, Gadolinite (Ce) Dust
miscutils:itemDustSmallGadoliniteCe, Small Pile of Gadolinite (Ce) Dust
miscutils:itemDustTinyGadoliniteCe, Tiny Pile of Gadolinite (Ce) Dust
miscutils:crushedGadoliniteCe, Crushed Gadolinite (Ce) Ore
miscutils:crushedCentrifugedGadoliniteCe, Centrifuged Crushed Gadolinite (Ce) Ore
miscutils:crushedPurifiedGadoliniteCe, Purified Crushed Gadolinite (Ce) Ore
miscutils:dustImpureGadoliniteCe, Impure Gadolinite (Ce) Dust
miscutils:dustPureGadoliniteCe, Purified Gadolinite (Ce) Dust
miscutils:oreRawGadoliniteCe, Raw Gadolinite (Ce) Ore
miscutils:itemDustGadoliniteY, Gadolinite (Y) Dust
miscutils:itemDustSmallGadoliniteY, Small Pile of Gadolinite (Y) Dust
miscutils:itemDustTinyGadoliniteY, Tiny Pile of Gadolinite (Y) Dust
miscutils:crushedGadoliniteY, Crushed Gadolinite (Y) Ore
miscutils:crushedCentrifugedGadoliniteY, Centrifuged Crushed Gadolinite (Y) Ore
miscutils:crushedPurifiedGadoliniteY, Purified Crushed Gadolinite (Y) Ore
miscutils:dustImpureGadoliniteY, Impure Gadolinite (Y) Dust
miscutils:dustPureGadoliniteY, Purified Gadolinite (Y) Dust
miscutils:oreRawGadoliniteY, Raw Gadolinite (Y) Ore
miscutils:itemDustLepersonnite, Lepersonnite Dust
miscutils:itemDustSmallLepersonnite, Small Pile of Lepersonnite Dust
miscutils:itemDustTinyLepersonnite, Tiny Pile of Lepersonnite Dust
miscutils:crushedLepersonnite, Crushed Lepersonnite Ore
miscutils:crushedCentrifugedLepersonnite, Centrifuged Crushed Lepersonnite Ore
miscutils:crushedPurifiedLepersonnite, Purified Crushed Lepersonnite Ore
miscutils:dustImpureLepersonnite, Impure Lepersonnite Dust
miscutils:dustPureLepersonnite, Purified Lepersonnite Dust
miscutils:oreRawLepersonnite, Raw Lepersonnite Ore
miscutils:itemDustSamarskiteY, Samarskite (Y) Dust
miscutils:itemDustSmallSamarskiteY, Small Pile of Samarskite (Y) Dust
miscutils:itemDustTinySamarskiteY, Tiny Pile of Samarskite (Y) Dust
miscutils:crushedSamarskiteY, Crushed Samarskite (Y) Ore
miscutils:crushedCentrifugedSamarskiteY, Centrifuged Crushed Samarskite (Y) Ore
miscutils:crushedPurifiedSamarskiteY, Purified Crushed Samarskite (Y) Ore
miscutils:dustImpureSamarskiteY, Impure Samarskite (Y) Dust
miscutils:dustPureSamarskiteY, Purified Samarskite (Y) Dust
miscutils:oreRawSamarskiteY, Raw Samarskite (Y) Ore
miscutils:itemDustSamarskiteYb, Samarskite (Yb) Dust
miscutils:itemDustSmallSamarskiteYb, Small Pile of Samarskite (Yb) Dust
miscutils:itemDustTinySamarskiteYb, Tiny Pile of Samarskite (Yb) Dust
miscutils:crushedSamarskiteYb, Crushed Samarskite (Yb) Ore
miscutils:crushedCentrifugedSamarskiteYb, Centrifuged Crushed Samarskite (Yb) Ore
miscutils:crushedPurifiedSamarskiteYb, Purified Crushed Samarskite (Yb) Ore
miscutils:dustImpureSamarskiteYb, Impure Samarskite (Yb) Dust
miscutils:dustPureSamarskiteYb, Purified Samarskite (Yb) Dust
miscutils:oreRawSamarskiteYb, Raw Samarskite (Yb) Ore
miscutils:itemDustXenotime, Xenotime Dust
miscutils:itemDustSmallXenotime, Small Pile of Xenotime Dust
miscutils:itemDustTinyXenotime, Tiny Pile of Xenotime Dust
miscutils:crushedXenotime, Crushed Xenotime Ore
miscutils:crushedCentrifugedXenotime, Centrifuged Crushed Xenotime Ore
miscutils:crushedPurifiedXenotime, Purified Crushed Xenotime Ore
miscutils:dustImpureXenotime, Impure Xenotime Dust
miscutils:dustPureXenotime, Purified Xenotime Dust
miscutils:oreRawXenotime, Raw Xenotime Ore
miscutils:itemDustYttriaite, Yttriaite Dust
miscutils:itemDustSmallYttriaite, Small Pile of Yttriaite Dust
miscutils:itemDustTinyYttriaite, Tiny Pile of Yttriaite Dust
miscutils:crushedYttriaite, Crushed Yttriaite Ore
miscutils:crushedCentrifugedYttriaite, Centrifuged Crushed Yttriaite Ore
miscutils:crushedPurifiedYttriaite, Purified Crushed Yttriaite Ore
miscutils:dustImpureYttriaite, Impure Yttriaite Dust
miscutils:dustPureYttriaite, Purified Yttriaite Dust
miscutils:oreRawYttriaite, Raw Yttriaite Ore
miscutils:itemDustYttrialite, Yttrialite Dust
miscutils:itemDustSmallYttrialite, Small Pile of Yttrialite Dust
miscutils:itemDustTinyYttrialite, Tiny Pile of Yttrialite Dust
miscutils:crushedYttrialite, Crushed Yttrialite Ore
miscutils:crushedCentrifugedYttrialite, Centrifuged Crushed Yttrialite Ore
miscutils:crushedPurifiedYttrialite, Purified Crushed Yttrialite Ore
miscutils:dustImpureYttrialite, Impure Yttrialite Dust
miscutils:dustPureYttrialite, Purified Yttrialite Dust
miscutils:oreRawYttrialite, Raw Yttrialite Ore
miscutils:itemDustYttrocerite, Yttrocerite Dust
miscutils:itemDustSmallYttrocerite, Small Pile of Yttrocerite Dust
miscutils:itemDustTinyYttrocerite, Tiny Pile of Yttrocerite Dust
miscutils:crushedYttrocerite, Crushed Yttrocerite Ore
miscutils:crushedCentrifugedYttrocerite, Centrifuged Crushed Yttrocerite Ore
miscutils:crushedPurifiedYttrocerite, Purified Crushed Yttrocerite Ore
miscutils:dustImpureYttrocerite, Impure Yttrocerite Dust
miscutils:dustPureYttrocerite, Purified Yttrocerite Dust
miscutils:oreRawYttrocerite, Raw Yttrocerite Ore
miscutils:itemDustZircon, Zircon Dust
miscutils:itemDustSmallZircon, Small Pile of Zircon Dust
miscutils:itemDustTinyZircon, Tiny Pile of Zircon Dust
miscutils:crushedZircon, Crushed Zircon Ore
miscutils:crushedCentrifugedZircon, Centrifuged Crushed Zircon Ore
miscutils:crushedPurifiedZircon, Purified Crushed Zircon Ore
